relation,relation_snippet,sentence,source
pad unknown pad,unknown,she is unlikely for example to suddenly reverse course on her opposition to the ORG1 or pledge to enact PER1 the moribund deficit reduction plan,hand_tagged
pad unknown pad,unknown,instead the company may need to merge with european giant royal ahold delhaize nv according to PER1 analyst PER2,hand_tagged
pad unknown pad,unknown,for the most part we ve seen those moves completely reverse at this point said PER1 director of research at ORG1,hand_tagged
per1 employee org1,employee,to that proponents say china may simply be getting in on a growing market carbon trading is part of the governments broader effort to tap into the power of markets to address economic social and environmental challenges said PER1 developing country climate action manager at the ORG1,hand_tagged
per1 employee org1,employee,in q1 2016 both companies received 85 of all spend in online advertising according to morgan stanley analyst PER1 in the ORG1,hand_tagged
pad unknown pad,unknown,still a win for him boosts his profile the media critic PER1 wrote on ORG1,hand_tagged
per2 employee org1,employee,ms PER1 is married to PER2 the chairman and publisher of ORG1,hand_tagged
pad unknown pad,unknown,gestaltu by PER1 PER2 and PER3,hand_tagged
per1 employee org1,employee,more than two years after bond fund manager PER1 skipped off from ORG1,hand_tagged
per1 employee org1,employee,it supplied the missiles through the collective security treaty organization a post soviet military alliance according to the vedomosti business newspaper armenia sought to use this display to deter azerbaijan from a further attack and to demonstrate a solid position in the recently shifting military balance of power said PER1 director of the ORG1 in yerevan,hand_tagged
pad unknown pad,unknown,low income earners are shackled to this debt said PER1 a consumer lawyer with the LOC1 legal assistance group,hand_tagged
per3 employee org1,employee,mr PER1 63 is handing over the reins to president and chief operating officer PER2 who served as a board member of the company for several years before joining its executive team two years ago ceos are trying to figure it out said PER3 a senior partner at ORG1 in chicago,hand_tagged
pad unknown pad,unknown,the rebound for the stock gained traction in december of 2015 when PER1 announced a major partnership with private equity firm ORG1,hand_tagged
pad unknown pad,unknown,PER1 s LOC1 led after the two slalom runs 46 hundredths of a second ahead of the second place kostelic,hand_tagged
pad unknown pad,unknown,PER1 who began LOC1 s market oriented reforms appears in the junior and senior high school versions with emphasis on his economic vision,hand_tagged
per1 employee org1,employee,the world s fastest growing major economy has been a key development market for the coffee chain which now has more than 2 300 cafes in 100 plus cities there starbucks also promoted PER1 to the role of chief operating officer for ORG1,hand_tagged
per1 employee org1,employee,the us approach is to let companies go wild says tech investor PER1 managing partner of ORG1,hand_tagged
per1 employee org1,employee,PER1 managing director  at ORG1,hand_tagged
per1 employee org1,employee,PER1 cto  at ORG31,hand_tagged
pad unknown pad,unknown,mr hinds 51 is a water plant maintenance manager for the city of LOC1 ohio and an adjunct professor of construction management at LOC2,hand_tagged
per1 employee org1,employee,we are immensely grateful to the harquail family for this transformative gift said dr PER1 director of the ORG1,hand_tagged
per1 employee org1,employee,this is a milestone agreement for ORG1 on many levels commented PER1 chairman ceo ORG1,hand_tagged
per1 employee org1,employee,ORG1 shares its enthusiasm for college football with the millions of fans across the country and streitcred is our way of celebrating the passion and loyalty they bring to the sport and have for their team said PER1 director of product marketing for ORG1,hand_tagged
pad unknown pad,unknown,ORG1 the reinsurer owned by PER1 exor spa agreed to buy aurigen capital to expand in coverage of life policies in north america partnerre agreed to pay c 375 million 284 million in a deal expected to be completed by the first quarter of 2017 the companies said thursday in a statement,hand_tagged
per1 employee per1,employee,in private meetings mr murdoch and PER1 ORG1 s president pressed mr yuen to replace ms leung as chief financial officer,hand_tagged
per1 employee org1,employee,primo has also hired PER1 ORG1 as an integration consultant to assist in the integration planning j p morgan securities llc acted as financial advisor to glacier,hand_tagged
per1 employee org1,employee,speaking in beijing on monday the ORG1 PER1 seemed to be unaware of the decision,hand_tagged
per1 employee org1,employee,grasim currently has businesses which are very large and the rate of growth of these can not be as high PER1 group chief financial officer of the ORG1 said on monday,hand_tagged
per1 employee org1,employee,those buyers are the most at risk should the market turn said PER1 a managing director at ORG1,hand_tagged
per1 employee org1,employee,prices had surged earlier in october as record demand from power plants and a slowdown in gas production from shale formations helped trim a supply surplus there are forecasts showing we could be above normal through october PER1 senior market analyst at ORG1,hand_tagged
per1 employee org1,employee,idq is a subsidiary of ORG1 hathaway inc ORG1 which is led by PER1 the legendary investor and ceo of ORG1,hand_tagged
pad unknown pad,unknown,LOC1 also said it would challenge the ORG1,hand_tagged
per1 employee org1,employee,more from bloomberg com how this hedge fund robot outsmarted its human master amazon doesnt get people on the website 7 times a day said PER1 an analyst at ORG1 the level of engagement alibaba s able to create is more than what wed consider with search companies and social companies,hand_tagged
pad unknown pad,unknown,graveside services 11 am on wednesday august 3 at baron hirsch cemetery LOC1 LOC2,hand_tagged
per1 employee org1,employee,now theres just not much for traders to get excited about according to PER1 an analyst with ORG1,hand_tagged
per1 employee org1,employee,PER1 is the alva o way university professor and professor of history at ORG1,hand_tagged
per1 employee org1,employee,yet that could prove as controversial and as complicated as obamacare itself says dr PER1 director of consulting firm ORG1,hand_tagged
per1 employee org1,employee,it is an adjustment that is taking longer than would have been expected said PER1 an analyst at money manager ORG1 which owns citigroup shares returns on capital have been underwhelming the last couple of years he added,hand_tagged
per1 employee org1,employee,the potential market is huge there are hundreds of millions of cars sold at high prices PER1 senior portfolio manager at ORG1 told cnbc in a tv interview on wednesday health has been a big focus for apple in the past two years,hand_tagged
per1 employee org1,employee,if mattis wins senate confirmation he will work side by side with another marine general PER1 who is chairman of the ORG1,hand_tagged
per1 employee org1,employee,privileged access management is one of their top requirements said PER1 senior vice president and general manager security business ORG1,hand_tagged
per1 employee org1,employee,i think some of the capital funds are flowing back to emerging markets said PER1 market analyst at ORG1,hand_tagged
